time,fraction_a,fraction_b,fraction_c
2412,0.0748,0.4192,0.506
2413,0.0752,0.4212,0.5036
2414,0.076,0.4228,0.5012
2415,0.076,0.424,0.5
2416,0.0764,0.4268,0.4968
2417,0.0764,0.4276,0.496
2418,0.076,0.4308,0.4932
2419,0.076,0.4328,0.4912
2420,0.076,0.436,0.488
2421,0.0772,0.4368,0.486
2422,0.0776,0.4384,0.484
2423,0.078,0.4392,0.4828
2424,0.0784,0.4404,0.4812
2425,0.0796,0.44,0.4804
2426,0.08,0.4404,0.4796
2427,0.0804,0.4412,0.4784
2428,0.08,0.4424,0.4776
2429,0.08,0.4432,0.4768
2430,0.08,0.4448,0.4752
2431,0.0812,0.4452,0.4736
2432,0.0808,0.448,0.4712
2433,0.0816,0.448,0.4704
2434,0.0816,0.4492,0.4692
2435,0.0808,0.4512,0.468
2436,0.0812,0.4532,0.4656
2437,0.0824,0.454,0.4636
2438,0.0824,0.456,0.4616
2439,0.0824,0.4576,0.46
2440,0.0828,0.458,0.4592
2441,0.0828,0.4604,0.4568
2442,0.0828,0.4632,0.454
2443,0.0828,0.4644,0.4528
2444,0.0832,0.466,0.4508
2445,0.0836,0.4668,0.4496
2446,0.0844,0.4684,0.4472
2447,0.0848,0.4696,0.4456
2448,0.0856,0.4692,0.4452
2449,0.0864,0.4696,0.444
2450,0.0864,0.4704,0.4432
2451,0.0872,0.4724,0.4404
2452,0.0876,0.4748,0.4376
2453,0.0876,0.4768,0.4356
2454,0.0876,0.4768,0.4356
2455,0.088,0.4772,0.4348
2456,0.088,0.4788,0.4332
2457,0.088,0.4784,0.4336
2458,0.088,0.48,0.432
2459,0.0876,0.482,0.4304
2460,0.088,0.4844,0.4276
2461,0.0884,0.4856,0.426
2462,0.0884,0.4868,0.4248
2463,0.0884,0.49,0.4216
2464,0.088,0.4924,0.4196
2465,0.0884,0.4936,0.418
2466,0.0896,0.494,0.4164
2467,0.0904,0.4956,0.414
2468,0.0904,0.498,0.4116
2469,0.0912,0.4988,0.41
2470,0.0912,0.4988,0.41
2471,0.0912,0.5008,0.408
2472,0.0928,0.5004,0.4068
2473,0.0944,0.5008,0.4048
2474,0.0948,0.5024,0.4028
2475,0.0952,0.5032,0.4016
2476,0.096,0.5024,0.4016
2477,0.0964,0.5036,0.4
2478,0.0972,0.504,0.3988
2479,0.0976,0.5064,0.396
2480,0.098,0.5072,0.3948
2481,0.0976,0.51,0.3924
2482,0.098,0.5112,0.3908
2483,0.0976,0.5116,0.3908
2484,0.0976,0.5148,0.3876
2485,0.098,0.5172,0.3848
2486,0.098,0.52,0.382
2487,0.098,0.5212,0.3808
2488,0.0992,0.5216,0.3792
2489,0.0992,0.522,0.3788
2490,0.0996,0.5244,0.376
2491,0.0996,0.5268,0.3736
2492,0.1,0.5268,0.3732
2493,0.1008,0.5272,0.372
2494,0.0996,0.5292,0.3712
2495,0.1,0.5312,0.3688
2496,0.1012,0.5316,0.3672
2497,0.1016,0.532,0.3664
2498,0.102,0.5332,0.3648
2499,0.1024,0.5344,0.3632
2500,0.104,0.5336,0.3624
2501,0.1052,0.5344,0.3604
2502,0.106,0.5364,0.3576
2503,0.1064,0.5368,0.3568
2504,0.1076,0.5384,0.354
2505,0.1068,0.5412,0.352
2506,0.1076,0.5452,0.3472
2507,0.1084,0.5456,0.346
2508,0.1092,0.5468,0.344
2509,0.1104,0.5488,0.3408
2510,0.1092,0.5508,0.34
2511,0.1096,0.5516,0.3388
2512,0.11,0.5516,0.3384
2513,0.11,0.554,0.336
2514,0.1104,0.5544,0.3352
2515,0.1104,0.5552,0.3344
2516,0.1108,0.558,0.3312
2517,0.1112,0.5596,0.3292
2518,0.1112,0.5592,0.3296
2519,0.1112,0.5612,0.3276
2520,0.112,0.5604,0.3276
2521,0.1128,0.5612,0.326
2522,0.114,0.5636,0.3224
2523,0.1156,0.5628,0.3216
2524,0.1164,0.566,0.3176
2525,0.116,0.5696,0.3144
2526,0.116,0.5728,0.3112
2527,0.1164,0.5736,0.31
2528,0.1176,0.5748,0.3076
2529,0.1188,0.5752,0.306
2530,0.12,0.5752,0.3048
2531,0.1208,0.578,0.3012
2532,0.1216,0.5788,0.2996
2533,0.1224,0.5796,0.298
2534,0.1224,0.5808,0.2968
2535,0.1236,0.5836,0.2928
2536,0.1244,0.5832,0.2924
2537,0.1244,0.5856,0.29
2538,0.1248,0.5872,0.288
2539,0.1264,0.5876,0.286
2540,0.1256,0.5896,0.2848
2541,0.126,0.5936,0.2804
2542,0.1256,0.5956,0.2788
2543,0.1268,0.5956,0.2776
2544,0.1268,0.6004,0.2728
2545,0.1284,0.6012,0.2704
2546,0.1292,0.6032,0.2676
2547,0.13,0.6052,0.2648
2548,0.13,0.6064,0.2636
2549,0.1312,0.6068,0.262
2550,0.1312,0.6092,0.2596
2551,0.1316,0.6112,0.2572
2552,0.1324,0.6132,0.2544
2553,0.1332,0.6132,0.2536
2554,0.1336,0.6156,0.2508
2555,0.1336,0.6176,0.2488
2556,0.1356,0.6176,0.2468
2557,0.1356,0.6188,0.2456
2558,0.1372,0.622,0.2408
2559,0.1384,0.6256,0.236
2560,0.1384,0.6304,0.2312
2561,0.1388,0.6364,0.2248
2562,0.1392,0.6392,0.2216
2563,0.14,0.6404,0.2196
2564,0.1412,0.6452,0.2136
2565,0.1416,0.6484,0.21
2566,0.1424,0.6508,0.2068
2567,0.1428,0.652,0.2052
2568,0.1436,0.6552,0.2012
2569,0.1444,0.6572,0.1984
2570,0.146,0.6576,0.1964
2571,0.1456,0.6616,0.1928
2572,0.146,0.666,0.188
2573,0.1464,0.6724,0.1812
2574,0.148,0.6752,0.1768
2575,0.148,0.6776,0.1744
2576,0.1492,0.6788,0.172
2577,0.1492,0.684,0.1668
2578,0.1504,0.6872,0.1624
2579,0.1508,0.6892,0.16
2580,0.152,0.6908,0.1572
2581,0.1524,0.696,0.1516
2582,0.152,0.6972,0.1508
2583,0.154,0.6976,0.1484
2584,0.1556,0.7,0.1444
2585,0.1556,0.7036,0.1408
2586,0.1564,0.7056,0.138
2587,0.1572,0.7072,0.1356
2588,0.1576,0.7088,0.1336
2589,0.158,0.7096,0.1324
2590,0.158,0.7144,0.1276
2591,0.1596,0.7156,0.1248
2592,0.16,0.7192,0.1208
2593,0.1612,0.7196,0.1192
2594,0.1624,0.7232,0.1144
2595,0.1636,0.7236,0.1128
2596,0.1636,0.7248,0.1116
2597,0.1648,0.7268,0.1084
2598,0.1656,0.73,0.1044
2599,0.168,0.7288,0.1032
2600,0.1688,0.7296,0.1016
2601,0.1692,0.7312,0.0996
2602,0.1684,0.7332,0.0984
2603,0.1692,0.7376,0.0932
2604,0.1696,0.7392,0.0912
2605,0.17,0.7404,0.0896
2606,0.1696,0.7424,0.088
2607,0.17,0.744,0.086
2608,0.1708,0.7452,0.084
2609,0.1724,0.7472,0.0804
2610,0.1732,0.7476,0.0792
2611,0.1744,0.7492,0.0764
2612,0.1752,0.752,0.0728
2613,0.1768,0.7524,0.0708
2614,0.1768,0.754,0.0692
2615,0.1784,0.756,0.0656
2616,0.1816,0.756,0.0624
2617,0.1816,0.7568,0.0616
2618,0.1836,0.7572,0.0592
2619,0.1844,0.756,0.0596
2620,0.1852,0.7568,0.058
2621,0.186,0.7564,0.0576
2622,0.1868,0.7564,0.0568
2623,0.1872,0.7576,0.0552
2624,0.1884,0.7564,0.0552
2625,0.19,0.7552,0.0548
2626,0.1904,0.7552,0.0544
2627,0.1912,0.7552,0.0536
2628,0.1924,0.7544,0.0532
2629,0.1924,0.7544,0.0532
2630,0.1928,0.7552,0.052
2631,0.194,0.7544,0.0516
2632,0.1948,0.7532,0.052
2633,0.1968,0.7512,0.052
2634,0.1972,0.7508,0.052
2635,0.1988,0.7496,0.0516
2636,0.1992,0.75,0.0508
2637,0.1996,0.7496,0.0508
2638,0.2012,0.748,0.0508
2639,0.2024,0.746,0.0516
2640,0.2032,0.7456,0.0512
2641,0.2032,0.7456,0.0512
2642,0.2044,0.7456,0.05
2643,0.2064,0.7436,0.05
2644,0.2072,0.7428,0.05
2645,0.2076,0.7428,0.0496
2646,0.2092,0.7412,0.0496
2647,0.2108,0.7396,0.0496
2648,0.2108,0.7396,0.0496
2649,0.2116,0.7392,0.0492
2650,0.212,0.7392,0.0488
2651,0.2132,0.738,0.0488
2652,0.2148,0.7364,0.0488
2653,0.216,0.736,0.048
2654,0.2176,0.7344,0.048
2655,0.218,0.7336,0.0484
2656,0.22,0.7324,0.0476
2657,0.2228,0.73,0.0472
2658,0.224,0.7288,0.0472
2659,0.2248,0.7284,0.0468
2660,0.226,0.7272,0.0468
2661,0.2268,0.726,0.0472
2662,0.2276,0.7248,0.0476
2663,0.2268,0.7248,0.0484
2664,0.2272,0.7244,0.0484
2665,0.228,0.724,0.048
2666,0.2316,0.72,0.0484
2667,0.2332,0.7184,0.0484
2668,0.234,0.718,0.048
2669,0.2356,0.7168,0.0476
2670,0.2364,0.716,0.0476
2671,0.2372,0.7156,0.0472
2672,0.238,0.7152,0.0468
2673,0.2392,0.7136,0.0472
2674,0.2404,0.7124,0.0472
2675,0.2416,0.7112,0.0472
2676,0.2432,0.7096,0.0472
2677,0.246,0.706,0.048
2678,0.246,0.706,0.048
2679,0.2456,0.706,0.0484
2680,0.248,0.7036,0.0484
2681,0.2488,0.7032,0.048
2682,0.25,0.702,0.048
2683,0.2504,0.7012,0.0484
2684,0.2508,0.7012,0.048
2685,0.254,0.698,0.048
2686,0.2564,0.696,0.0476
2687,0.2584,0.694,0.0476
2688,0.2588,0.6936,0.0476
2689,0.26,0.6928,0.0472
2690,0.2608,0.6924,0.0468
2691,0.262,0.6912,0.0468
2692,0.2652,0.688,0.0468
2693,0.266,0.6864,0.0476
2694,0.268,0.6848,0.0472
2695,0.2696,0.6828,0.0476
2696,0.272,0.68,0.048
2697,0.2716,0.6796,0.0488
2698,0.2736,0.6772,0.0492
2699,0.2748,0.6756,0.0496
2700,0.2764,0.6744,0.0492
2701,0.2776,0.6728,0.0496
2702,0.2784,0.6712,0.0504
2703,0.2812,0.6684,0.0504
2704,0.282,0.6672,0.0508
2705,0.2836,0.6656,0.0508
2706,0.2844,0.6648,0.0508
2707,0.2864,0.6628,0.0508
2708,0.288,0.6608,0.0512
2709,0.2892,0.6596,0.0512
2710,0.292,0.6568,0.0512
2711,0.2928,0.6564,0.0508
2712,0.2936,0.6564,0.05
2713,0.2964,0.6544,0.0492
2714,0.2972,0.6524,0.0504
2715,0.2988,0.6508,0.0504
2716,0.3028,0.6472,0.05
2717,0.3064,0.6436,0.05
2718,0.31,0.64,0.05
2719,0.3108,0.6384,0.0508
2720,0.3112,0.6372,0.0516
2721,0.3132,0.6352,0.0516
2722,0.3164,0.632,0.0516
2723,0.3184,0.6296,0.052
2724,0.3204,0.6272,0.0524
2725,0.3232,0.6244,0.0524
2726,0.3272,0.6204,0.0524
2727,0.3288,0.6184,0.0528
2728,0.33,0.6172,0.0528
2729,0.3324,0.614,0.0536
2730,0.3348,0.6116,0.0536
2731,0.3368,0.6092,0.054
2732,0.3392,0.6068,0.054
2733,0.3412,0.6052,0.0536
2734,0.3428,0.6036,0.0536
2735,0.3448,0.6016,0.0536
2736,0.3448,0.6012,0.054
2737,0.3472,0.5988,0.054
2738,0.3512,0.5948,0.054
2739,0.3536,0.5928,0.0536
2740,0.354,0.592,0.054
2741,0.356,0.59,0.054
2742,0.3576,0.5884,0.054
2743,0.36,0.5864,0.0536
2744,0.362,0.5844,0.0536
2745,0.3648,0.5816,0.0536
2746,0.3664,0.5792,0.0544
2747,0.3684,0.5768,0.0548
2748,0.3692,0.576,0.0548
2749,0.3716,0.5732,0.0552
2750,0.372,0.5728,0.0552
2751,0.3744,0.57,0.0556
2752,0.3764,0.568,0.0556
2753,0.3772,0.5672,0.0556
2754,0.3788,0.5656,0.0556
2755,0.3788,0.5644,0.0568
2756,0.3796,0.5636,0.0568
2757,0.3812,0.5612,0.0576
2758,0.3832,0.5592,0.0576
2759,0.3844,0.5576,0.058
2760,0.386,0.5556,0.0584
2761,0.3892,0.5516,0.0592
2762,0.3912,0.5496,0.0592
2763,0.3916,0.548,0.0604
2764,0.3928,0.5468,0.0604
2765,0.3952,0.5448,0.06
2766,0.3968,0.5424,0.0608
2767,0.3988,0.5404,0.0608
2768,0.3996,0.5396,0.0608
2769,0.4008,0.5384,0.0608
2770,0.4044,0.5348,0.0608
2771,0.4064,0.5324,0.0612
2772,0.4072,0.5316,0.0612
2773,0.4076,0.53,0.0624
2774,0.4092,0.528,0.0628
2775,0.4116,0.5264,0.062
2776,0.4124,0.5248,0.0628
2777,0.4136,0.5236,0.0628
2778,0.4152,0.5216,0.0632
2779,0.4168,0.5196,0.0636
2780,0.418,0.5184,0.0636
2781,0.4192,0.5164,0.0644
2782,0.42,0.5156,0.0644
2783,0.4224,0.5132,0.0644
2784,0.4244,0.5112,0.0644
2785,0.4252,0.51,0.0648
2786,0.4264,0.5084,0.0652
2787,0.4276,0.5068,0.0656
2788,0.4292,0.5048,0.066
2789,0.4316,0.502,0.0664
2790,0.4348,0.4992,0.066
2791,0.4352,0.4984,0.0664
2792,0.4384,0.4952,0.0664
2793,0.4408,0.4924,0.0668
2794,0.4412,0.492,0.0668
2795,0.4424,0.4908,0.0668
2796,0.4448,0.4888,0.0664
2797,0.446,0.4864,0.0676
2798,0.4468,0.4852,0.068
2799,0.4468,0.4844,0.0688
2800,0.4468,0.4828,0.0704
2801,0.4476,0.4812,0.0712
2802,0.4492,0.4784,0.0724
2803,0.4508,0.476,0.0732
2804,0.4512,0.4752,0.0736
2805,0.4536,0.4728,0.0736
2806,0.4544,0.472,0.0736
2807,0.456,0.47,0.074
2808,0.4572,0.4684,0.0744
2809,0.46,0.4652,0.0748
2810,0.4612,0.464,0.0748
2811,0.462,0.4632,0.0748
2812,0.4636,0.4608,0.0756
2813,0.4644,0.4596,0.076
2814,0.466,0.458,0.076
2815,0.4688,0.4548,0.0764
2816,0.4704,0.4532,0.0764
2817,0.4716,0.452,0.0764
2818,0.474,0.4492,0.0768
2819,0.4772,0.446,0.0768
2820,0.4784,0.4448,0.0768
2821,0.48,0.4432,0.0768
2822,0.4804,0.442,0.0776
2823,0.482,0.44,0.078
2824,0.4816,0.4392,0.0792
2825,0.4812,0.4384,0.0804
2826,0.4824,0.4364,0.0812
2827,0.4836,0.4344,0.082
2828,0.4848,0.4332,0.082
2829,0.486,0.4316,0.0824
2830,0.4864,0.4304,0.0832
2831,0.4896,0.4272,0.0832
2832,0.4908,0.4248,0.0844
2833,0.4932,0.422,0.0848
2834,0.4956,0.4196,0.0848
2835,0.4964,0.4184,0.0852
2836,0.4968,0.4172,0.086
2837,0.4992,0.4148,0.086
2838,0.4996,0.4128,0.0876
2839,0.502,0.4096,0.0884
2840,0.5016,0.4096,0.0888
2841,0.5052,0.4056,0.0892
2842,0.5052,0.4056,0.0892
2843,0.5084,0.4024,0.0892
2844,0.5096,0.4012,0.0892
2845,0.512,0.3984,0.0896
2846,0.5136,0.396,0.0904
2847,0.5144,0.3948,0.0908
2848,0.5148,0.394,0.0912
2849,0.5164,0.3916,0.092
2850,0.516,0.3912,0.0928
2851,0.5176,0.3892,0.0932
2852,0.52,0.3868,0.0932
2853,0.5232,0.3828,0.094
2854,0.5244,0.3812,0.0944
2855,0.5248,0.3792,0.096
2856,0.5264,0.3772,0.0964
2857,0.5256,0.3764,0.098
2858,0.5256,0.3752,0.0992
2859,0.5276,0.3728,0.0996
2860,0.5312,0.3688,0.1
2861,0.5328,0.3656,0.1016
2862,0.5344,0.3636,0.102
2863,0.5364,0.3616,0.102
2864,0.5368,0.3604,0.1028
2865,0.5392,0.358,0.1028
2866,0.5404,0.356,0.1036
2867,0.5408,0.3552,0.104
2868,0.5432,0.3532,0.1036
2869,0.5456,0.3504,0.104
2870,0.5488,0.3468,0.1044
2871,0.5496,0.346,0.1044
2872,0.5496,0.3452,0.1052
2873,0.5508,0.3432,0.106
2874,0.5512,0.3424,0.1064
2875,0.5532,0.3388,0.108
2876,0.5552,0.336,0.1088
2877,0.556,0.3344,0.1096
2878,0.558,0.3316,0.1104
2879,0.5584,0.3304,0.1112
2880,0.5596,0.3288,0.1116
2881,0.5608,0.3268,0.1124
2882,0.5628,0.3232,0.114
2883,0.566,0.3196,0.1144
2884,0.5676,0.3168,0.1156
2885,0.5688,0.3156,0.1156
2886,0.5708,0.3132,0.116
2887,0.5736,0.3104,0.116
2888,0.5756,0.3072,0.1172
2889,0.5772,0.3048,0.118
2890,0.5784,0.3032,0.1184
2891,0.5808,0.2996,0.1196
2892,0.5812,0.2988,0.12
2893,0.5824,0.296,0.1216
2894,0.5832,0.2944,0.1224
2895,0.584,0.2932,0.1228
2896,0.5856,0.2904,0.124
2897,0.588,0.2872,0.1248
2898,0.5912,0.284,0.1248
2899,0.5936,0.2808,0.1256
2900,0.5956,0.2776,0.1268
2901,0.5972,0.2756,0.1272
2902,0.6,0.272,0.128
2903,0.6016,0.2692,0.1292
2904,0.6056,0.2644,0.13
2905,0.6076,0.262,0.1304
2906,0.6124,0.256,0.1316
2907,0.6164,0.2512,0.1324
2908,0.6176,0.2488,0.1336
2909,0.6184,0.2472,0.1344
2910,0.6216,0.2436,0.1348
2911,0.6212,0.242,0.1368
2912,0.622,0.2404,0.1376
2913,0.6228,0.238,0.1392
2914,0.6256,0.2344,0.14
2915,0.6292,0.2308,0.14
2916,0.632,0.2268,0.1412
2917,0.6336,0.2248,0.1416
2918,0.6336,0.2236,0.1428
2919,0.638,0.2188,0.1432
2920,0.64,0.216,0.144
2921,0.6428,0.2128,0.1444
2922,0.646,0.2092,0.1448
2923,0.6508,0.204,0.1452
2924,0.6524,0.2016,0.146
2925,0.654,0.1984,0.1476
2926,0.6564,0.1948,0.1488
2927,0.6576,0.1924,0.15
2928,0.658,0.1916,0.1504
2929,0.6588,0.1896,0.1516
2930,0.6624,0.1844,0.1532
2931,0.666,0.18,0.154
2932,0.6692,0.1764,0.1544
2933,0.6728,0.1728,0.1544
2934,0.6748,0.1692,0.156
2935,0.6764,0.1672,0.1564
2936,0.6792,0.1632,0.1576
2937,0.6828,0.1588,0.1584
2938,0.6884,0.1524,0.1592
2939,0.6928,0.1476,0.1596
2940,0.6956,0.1432,0.1612
2941,0.7,0.138,0.162
2942,0.7036,0.1332,0.1632
2943,0.7072,0.1288,0.164
2944,0.7084,0.1252,0.1664
2945,0.7116,0.1212,0.1672
2946,0.7144,0.1176,0.168
2947,0.7192,0.112,0.1688
2948,0.7216,0.1084,0.17
2949,0.724,0.1044,0.1716
2950,0.728,0.0996,0.1724
2951,0.732,0.0948,0.1732
2952,0.7328,0.0916,0.1756
2953,0.7384,0.0856,0.176
2954,0.7428,0.0808,0.1764
2955,0.7448,0.0784,0.1768
2956,0.7472,0.0752,0.1776
2957,0.7512,0.0708,0.178
2958,0.7528,0.0676,0.1796
2959,0.7564,0.0632,0.1804
2960,0.7588,0.06,0.1812
2961,0.7616,0.0564,0.182
2962,0.7608,0.0544,0.1848
2963,0.7628,0.0512,0.186
2964,0.7612,0.0512,0.1876
2965,0.762,0.048,0.19
2966,0.764,0.0448,0.1912
2967,0.7648,0.0436,0.1916
2968,0.7648,0.0424,0.1928
2969,0.7656,0.04,0.1944
2970,0.7672,0.0384,0.1944
2971,0.7676,0.0368,0.1956
2972,0.7704,0.034,0.1956
2973,0.7684,0.034,0.1976
2974,0.7692,0.0316,0.1992
2975,0.7688,0.03,0.2012
2976,0.7704,0.028,0.2016
2977,0.77,0.0276,0.2024
2978,0.7708,0.0264,0.2028
2979,0.7692,0.0252,0.2056
2980,0.7696,0.0236,0.2068
2981,0.7704,0.0212,0.2084
2982,0.7688,0.0204,0.2108
2983,0.7692,0.0192,0.2116
2984,0.77,0.0176,0.2124
2985,0.7684,0.0172,0.2144
2986,0.7696,0.0156,0.2148
2987,0.7704,0.014,0.2156
2988,0.7704,0.0124,0.2172
2989,0.7692,0.0116,0.2192
2990,0.7684,0.0116,0.22
2991,0.7676,0.0116,0.2208
2992,0.7672,0.0116,0.2212
2993,0.7668,0.0116,0.2216
2994,0.7648,0.0116,0.2236
2995,0.7644,0.0116,0.224
2996,0.7624,0.0116,0.226
2997,0.7604,0.0116,0.228
2998,0.7584,0.0116,0.23
2999,0.7564,0.0116,0.232
3000,0.7556,0.0116,0.2328
3001,0.7548,0.012,0.2332
3002,0.7532,0.0124,0.2344
3003,0.752,0.0128,0.2352
3004,0.7512,0.0128,0.236
3005,0.75,0.0124,0.2376
3006,0.7476,0.0124,0.24
3007,0.7464,0.0124,0.2412
3008,0.7452,0.0124,0.2424
3009,0.7452,0.0124,0.2424
3010,0.7432,0.0124,0.2444
3011,0.7408,0.0124,0.2468
3012,0.7384,0.0124,0.2492
3013,0.7368,0.0124,0.2508
3014,0.7356,0.0124,0.252
3015,0.7328,0.0124,0.2548
3016,0.732,0.0124,0.2556
3017,0.7316,0.012,0.2564
3018,0.7292,0.012,0.2588
3019,0.728,0.0112,0.2608
3020,0.7268,0.0116,0.2616
3021,0.7264,0.0112,0.2624
3022,0.7248,0.0112,0.264
3023,0.7244,0.0112,0.2644
3024,0.7228,0.012,0.2652
3025,0.7224,0.012,0.2656
3026,0.72,0.0112,0.2688
3027,0.7172,0.0112,0.2716
3028,0.7168,0.0108,0.2724
3029,0.716,0.0108,0.2732
3030,0.714,0.0108,0.2752
3031,0.7112,0.0108,0.278
3032,0.7096,0.0108,0.2796
3033,0.7068,0.0112,0.282
3034,0.7052,0.0112,0.2836
3035,0.7024,0.0116,0.286
3036,0.7008,0.012,0.2872
3037,0.7,0.0124,0.2876
3038,0.6976,0.0124,0.29
3039,0.6964,0.0124,0.2912
3040,0.694,0.0124,0.2936
3041,0.6936,0.0124,0.294
3042,0.6928,0.0124,0.2948
3043,0.6912,0.0124,0.2964
3044,0.6904,0.0124,0.2972
3045,0.6888,0.0124,0.2988
3046,0.686,0.0124,0.3016
3047,0.6828,0.0124,0.3048
3048,0.6792,0.0124,0.3084
3049,0.6772,0.0124,0.3104
3050,0.6752,0.0128,0.312
3051,0.6736,0.0128,0.3136
3052,0.6716,0.0128,0.3156
3053,0.6704,0.0136,0.316
3054,0.6688,0.0136,0.3176
3055,0.6672,0.014,0.3188
3056,0.6644,0.0144,0.3212
3057,0.662,0.0144,0.3236
3058,0.6608,0.0144,0.3248
3059,0.6596,0.0144,0.326
3060,0.6576,0.0144,0.328
3061,0.6572,0.0144,0.3284
3062,0.656,0.0152,0.3288
3063,0.6548,0.0152,0.33
3064,0.6512,0.0156,0.3332
3065,0.6476,0.016,0.3364
3066,0.6444,0.016,0.3396
3067,0.642,0.016,0.342
3068,0.64,0.0156,0.3444
3069,0.6384,0.0156,0.346
3070,0.6352,0.016,0.3488
3071,0.6324,0.016,0.3516
3072,0.6304,0.016,0.3536
3073,0.6288,0.0164,0.3548
3074,0.6264,0.0164,0.3572
3075,0.6252,0.0168,0.358
3076,0.622,0.0176,0.3604
3077,0.6212,0.018,0.3608
3078,0.6184,0.0188,0.3628
3079,0.6168,0.0192,0.364
3080,0.6152,0.0192,0.3656
3081,0.6108,0.0192,0.37
3082,0.6092,0.0192,0.3716
3083,0.606,0.0192,0.3748
3084,0.6028,0.0192,0.378
3085,0.6004,0.02,0.3796
3086,0.5988,0.02,0.3812
3087,0.5964,0.0204,0.3832
3088,0.5928,0.0204,0.3868
3089,0.5908,0.0204,0.3888
3090,0.5888,0.0204,0.3908
3091,0.5864,0.0204,0.3932
3092,0.5852,0.0212,0.3936
3093,0.5804,0.0212,0.3984
3094,0.5776,0.0216,0.4008
3095,0.574,0.0224,0.4036
3096,0.57,0.0228,0.4072
3097,0.5652,0.0228,0.412
3098,0.5624,0.0228,0.4148
3099,0.5588,0.0228,0.4184
3100,0.5548,0.024,0.4212
3101,0.5516,0.0248,0.4236
3102,0.5488,0.0256,0.4256
3103,0.5468,0.0256,0.4276
3104,0.5436,0.026,0.4304
3105,0.5424,0.026,0.4316
3106,0.5384,0.026,0.4356
3107,0.536,0.0268,0.4372
3108,0.5328,0.0268,0.4404
3109,0.5312,0.028,0.4408
3110,0.5288,0.0284,0.4428
3111,0.524,0.0288,0.4472
3112,0.522,0.0288,0.4492
3113,0.518,0.0292,0.4528
3114,0.5168,0.0292,0.454
3115,0.5132,0.0292,0.4576
3116,0.5108,0.03,0.4592
3117,0.508,0.03,0.462
3118,0.5048,0.03,0.4652
3119,0.5012,0.0304,0.4684
3120,0.498,0.0304,0.4716
3121,0.4956,0.0308,0.4736
3122,0.4948,0.0308,0.4744
3123,0.4924,0.032,0.4756
3124,0.4904,0.0324,0.4772
3125,0.4884,0.0332,0.4784
3126,0.488,0.0332,0.4788
3127,0.4844,0.0344,0.4812
3128,0.4816,0.0356,0.4828
3129,0.478,0.0364,0.4856
3130,0.4732,0.0372,0.4896
3131,0.4724,0.0376,0.49
3132,0.4708,0.0376,0.4916
3133,0.4692,0.0376,0.4932
3134,0.4668,0.0376,0.4956
3135,0.464,0.038,0.498
3136,0.4632,0.0388,0.498
3137,0.4612,0.0392,0.4996
3138,0.458,0.0392,0.5028
3139,0.4556,0.0392,0.5052
3140,0.454,0.0392,0.5068
3141,0.4504,0.0396,0.51
3142,0.4472,0.04,0.5128
3143,0.4428,0.0412,0.516
3144,0.4404,0.0412,0.5184
3145,0.4376,0.0416,0.5208
3146,0.4372,0.0428,0.52
3147,0.4352,0.0444,0.5204
3148,0.4324,0.0448,0.5228
3149,0.4308,0.0448,0.5244
3150,0.4292,0.0448,0.526
3151,0.4276,0.0464,0.526
3152,0.4252,0.0476,0.5272
3153,0.4232,0.0484,0.5284
3154,0.4212,0.0492,0.5296
3155,0.4192,0.0492,0.5316
3156,0.4164,0.0496,0.534
3157,0.4144,0.05,0.5356
3158,0.4128,0.0508,0.5364
3159,0.4096,0.052,0.5384
3160,0.4064,0.0536,0.54
3161,0.4048,0.0536,0.5416
3162,0.402,0.054,0.544
3163,0.4008,0.054,0.5452
3164,0.3976,0.0544,0.548
3165,0.394,0.0552,0.5508
3166,0.3932,0.0552,0.5516
3167,0.3904,0.056,0.5536
3168,0.3888,0.0568,0.5544
3169,0.386,0.058,0.556
3170,0.384,0.0588,0.5572
3171,0.3808,0.0588,0.5604
3172,0.38,0.0588,0.5612
3173,0.3764,0.0596,0.564
3174,0.374,0.0608,0.5652
3175,0.3728,0.0624,0.5648
3176,0.3716,0.0632,0.5652
3177,0.3704,0.064,0.5656
3178,0.368,0.0652,0.5668
3179,0.3668,0.066,0.5672
3180,0.3644,0.0664,0.5692
3181,0.3632,0.0664,0.5704
3182,0.3596,0.0672,0.5732
3183,0.3568,0.0676,0.5756
3184,0.3548,0.0676,0.5776
3185,0.3516,0.068,0.5804
3186,0.3492,0.0684,0.5824
3187,0.3472,0.0684,0.5844
3188,0.3448,0.0696,0.5856
3189,0.3412,0.07,0.5888
3190,0.3388,0.0704,0.5908
3191,0.3368,0.0712,0.592
3192,0.3352,0.0732,0.5916
3193,0.3336,0.0756,0.5908
3194,0.3324,0.076,0.5916
3195,0.33,0.0764,0.5936
3196,0.3284,0.0784,0.5932
3197,0.3268,0.0788,0.5944
3198,0.3252,0.0804,0.5944
3199,0.324,0.0804,0.5956
3200,0.3208,0.082,0.5972
3201,0.318,0.0828,0.5992
3202,0.3156,0.0836,0.6008
3203,0.3144,0.084,0.6016
3204,0.3104,0.0844,0.6052
3205,0.3088,0.0844,0.6068
3206,0.3064,0.0856,0.608
3207,0.3032,0.0872,0.6096
3208,0.3012,0.0876,0.6112
3209,0.3008,0.0888,0.6104
3210,0.2976,0.0892,0.6132
3211,0.2944,0.09,0.6156
3212,0.292,0.09,0.618
3213,0.29,0.0904,0.6196
3214,0.288,0.0908,0.6212
